#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
50.5,100,347.000,-10.257,2.022,s
51,100,354.000,-4.844,1.987,s
51.5,100,1.000,0.785,1.970,s
52,100,8.000,6.260,1.972,s
52.5,100,15.000,11.641,1.991,s
53,100,22.000,16.849,2.027,s
53.5,100,29.000,21.806,2.079,s
54,100,36.000,26.439,2.144,s
54.5,100,43.000,30.677,2.220,s
55,100,50.000,34.459,2.304,s
55.5,100,57.000,37.728,2.389,s
56,100,64.000,40.435,2.469,s
56.5,100,71.000,42.539,2.537,s
57,100,78.000,44.010,2.585,s
57.5,100,85.000,44.826,2.607,s
58,100,92.000,44.974,2.600,s
58.5,100,99.000,44.452,2.563,s
59,100,106.000,43.268,2.499,s
59.5,100,113.000,41.440,2.414,s
60,100,120.000,38.995,2.315,s
60.5,100,127.000,35.969,2.211,s
61,100,134.000,32.407,2.108,s
61.5,100,141.000,28.363,2.011,s
62,100,148.000,23.896,1.925,s
62.5,100,155.000,19.074,1.852,s
63,100,162.000,13.967,1.793,s
63.5,100,169.000,8.652,1.750,s
64,100,176.000,3.209,1.723,s
64.5,100,183.000,-2.282,1.711,s
65,100,190.000,-7.740,1.716,s
65.5,100,197.000,-13.082,1.735,s
66,100,204.000,-18.229,1.769,s
66.5,100,211.000,-23.105,1.815,s
67,100,218.000,-27.636,1.874,s
67.5,100,225.000,-31.756,1.940,s
68,100,232.000,-35.404,2.012,s
68.5,100,239.000,-38.523,2.083,s
69,100,246.000,-41.070,2.148,s
69.5,100,253.000,-43.004,2.201,s
70,100,260.000,-44.298,2.235,s
70.5,100,267.000,-44.933,2.245,s
71,100,274.000,-44.898,2.230,s
71.5,100,281.000,-44.194,2.189,s
72,100,288.000,-42.833,2.127,s
72.5,100,295.000,-40.833,2.048,s
73,100,302.000,-38.226,1.960,s
73.5,100,309.000,-35.049,1.868,s
74,100,316.000,-31.350,1.780,s
74.5,100,323.000,-27.184,1.697,s
75,100,330.000,-22.614,1.625,s
75.5,100,337.000,-17.706,1.564,s
76,100,344.000,-12.535,1.516,s
76.5,100,351.000,-7.178,1.482,s
77,100,358.000,-1.713,1.461,s
77.5,100,5.000,3.920,1.453,s
78,100,12.000,9.351,1.459,s
78.5,100,19.000,14.643,1.478,s
79,100,26.000,19.717,1.508,s
79.5,100,33.000,24.498,1.549,s
80,100,40.000,28.913,1.599,s
80.5,100,47.000,32.898,1.655,s
81,100,54.000,36.393,1.714,s
81.5,100,61.000,39.346,1.771,s
82,100,68.000,41.713,1.821,s
82.5,100,75.000,43.459,1.859,s
83,100,82.000,44.558,1.880,s
83.5,100,89.000,44.993,1.880,s
84,100,96.000,44.757,1.858,s
84.5,100,103.000,43.856,1.816,s
85,100,110.000,42.301,1.757,s
85.5,100,117.000,40.116,1.686,s
86,100,124.000,37.334,1.609,s
86.5,100,131.000,33.996,1.532,s
87,100,138.000,30.152,1.457,s
87.5,100,145.000,25.858,1.389,s
88,100,152.000,21.180,1.330,s
88.5,100,159.000,16.186,1.281,s
89,100,166.000,10.951,1.243,s
89.5,100,173.000,5.552,1.216,s
90,100,180.000,0.072,1.200,s
90.5,100,187.000,-5.410,1.195,s
91,100,194.000,-10.812,1.201,s
91.5,100,201.000,-16.052,1.217,s
92,100,208.000,-21.053,1.243,s
92.5,100,215.000,-25.741,1.277,s
93,100,222.000,-30.045,1.317,s
93.5,100,229.000,-33.902,1.361,s
94,100,236.000,-37.254,1.407,s
94.5,100,243.000,-40.051,1.450,s
95,100,250.000,-42.252,1.486,s
95.5,100,257.000,-43.824,1.510,s
96,100,264.000,-44.742,1.520,s
96.5,100,271.000,-44.995,1.512,s
97,100,278.000,-44.577,1.488,s
97.5,100,285.000,-43.496,1.447,s
98,100,292.000,-41.767,1.394,s
98.5,100,299.000,-39.415,1.333,s
99,100,306.000,-36.477,1.268,s
99.5,100,313.000,-32.996,1.204,s
100,100,320.000,-29.023,1.143,s
