#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
31.5,100,81.000,-26.555,2.649,s
32,100,88.000,-6.402,2.375,s
32.5,100,95.000,15.249,2.436,s
33,100,102.000,33.333,2.800,s
33.5,100,109.000,43.621,3.217,s
34,100,116.000,43.708,3.208,s
34.5,100,123.000,33.572,2.772,s
35,100,130.000,15.585,2.388,s
35.5,100,137.000,-6.047,2.303,s
36,100,144.000,-26.264,2.542,s
36.5,100,151.000,-40.340,2.977,s
37,100,158.000,-44.981,3.194,s
37.5,100,165.000,-39.102,2.899,s
38,100,172.000,-24.078,2.453,s
38.5,100,179.000,-3.423,2.234,s
39,100,186.000,18.032,2.335,s
39.5,100,193.000,35.270,2.706,s
40,100,200.000,44.260,3.071,s
40.5,100,207.000,42.898,2.988,s
41,100,214.000,31.504,2.556,s
41.5,100,221.000,12.742,2.225,s
42,100,228.000,-9.001,2.187,s
42.5,100,235.000,-28.638,2.449,s
43,100,242.000,-41.577,2.860,s
43.5,100,249.000,-44.793,3.000,s
44,100,256.000,-37.533,2.673,s
44.5,100,263.000,-21.495,2.268,s
45,100,270.000,-0.430,2.100,s
45.5,100,277.000,20.736,2.235,s
46,100,284.000,37.052,2.606,s
46.5,100,291.000,44.703,2.911,s
47,100,298.000,41.899,2.767,s
47.5,100,305.000,29.296,2.350,s
48,100,312.000,9.841,2.070,s
48.5,100,319.000,-11.915,2.075,s
49,100,326.000,-30.884,2.353,s
49.5,100,333.000,-42.631,2.731,s
50,100,340.000,-44.407,2.799,s
50.5,100,347.000,-35.798,2.453,s
51,100,354.000,-18.817,2.092,s
51.5,100,1.000,3.137,1.973,s
52,100,8.000,23.836,2.143,s
52.5,100,15.000,38.959,2.507,s
53,100,22.000,44.971,2.741,s
53.5,100,29.000,40.466,2.536,s
54,100,36.000,26.497,2.145,s
54.5,100,43.000,6.331,1.922,s
55,100,50.000,-15.316,1.970,s
55.5,100,57.000,-33.381,2.263,s
56,100,64.000,-43.639,2.597,s
56.5,100,71.000,-43.691,2.585,s
57,100,78.000,-33.525,2.231,s
57.5,100,85.000,-15.518,1.920,s
58,100,92.000,6.118,1.851,s
58.5,100,99.000,26.323,2.041,s
59,100,106.000,40.371,2.388,s
59.5,100,113.000,44.979,2.558,s
60,100,120.000,39.066,2.318,s
60.5,100,127.000,24.018,1.959,s
61,100,134.000,3.352,1.783,s
61.5,100,141.000,-18.098,1.862,s
62,100,148.000,-35.315,2.156,s
62.5,100,155.000,-44.273,2.443,s
63,100,162.000,-42.877,2.374,s
63.5,100,169.000,-31.453,2.028,s
64,100,176.000,-12.673,1.763,s
64.5,100,183.000,9.071,1.732,s
65,100,190.000,28.693,1.938,s
65.5,100,197.000,41.605,2.259,s
66,100,204.000,44.786,2.366,s
66.5,100,211.000,37.494,2.104,s
67,100,218.000,21.432,1.783,s
67.5,100,225.000,0.358,1.650,s
68,100,232.000,-20.799,1.754,s
68.5,100,239.000,-37.093,2.043,s
69,100,246.000,-44.711,2.279,s
69.5,100,253.000,-41.873,2.161,s
70,100,260.000,-29.241,1.833,s
70.5,100,267.000,-9.772,1.613,s
71,100,274.000,11.984,1.615,s
71.5,100,281.000,30.936,1.830,s
72,100,288.000,42.654,2.120,s
72.5,100,295.000,44.396,2.168,s
73,100,302.000,35.755,1.897,s
73.5,100,309.000,18.752,1.616,s
74,100,316.000,-2.637,1.522,s
74.5,100,323.000,-23.409,1.645,s
75,100,330.000,-38.706,1.922,s
75.5,100,337.000,-44.951,2.105,s
76,100,344.000,-40.683,1.951,s
76.5,100,351.000,-26.901,1.648,s
77,100,358.000,-6.827,1.470,s
77.5,100,5.000,15.383,1.504,s
78,100,12.000,33.429,1.725,s
78.5,100,19.000,43.656,1.976,s
79,100,26.000,43.673,1.963,s
79.5,100,33.000,33.477,1.690,s
80,100,40.000,15.451,1.452,s
80.5,100,47.000,-6.189,1.398,s
81,100,54.000,-26.381,1.540,s
81.5,100,61.000,-40.403,1.799,s
82,100,68.000,-44.976,1.922,s
82.5,100,75.000,-39.031,1.737,s
83,100,82.000,-23.957,1.466,s
83.5,100,89.000,-3.280,1.332,s
84,100,96.000,18.163,1.389,s
84.5,100,103.000,35.359,1.606,s
85,100,110.000,44.286,1.815,s
85.5,100,117.000,42.855,1.759,s
86,100,124.000,31.401,1.499,s
86.5,100,131.000,12.604,1.301,s
87,100,138.000,-9.141,1.276,s
87.5,100,145.000,-28.748,1.426,s
88,100,152.000,-41.632,1.658,s
88.5,100,159.000,-44.779,1.732,s
89,100,166.000,-37.454,1.536,s
89.5,100,173.000,-21.369,1.299,s
90,100,180.000,-0.287,1.200,s
90.5,100,187.000,20.863,1.273,s
91,100,194.000,37.133,1.480,s
91.5,100,201.000,44.719,1.646,s
92,100,208.000,41.846,1.557,s
92.5,100,215.000,29.187,1.317,s
93,100,222.000,9.702,1.157,s
93.5,100,229.000,-12.053,1.155,s
94,100,236.000,-30.988,1.306,s
94.5,100,243.000,-42.676,1.509,s
95,100,250.000,-44.384,1.539,s
95.5,100,257.000,-35.711,1.342,s
96,100,264.000,-18.686,1.140,s
96.5,100,271.000,2.708,1.071,s
97,100,278.000,23.470,1.155,s
97.5,100,285.000,38.742,1.346,s
98,100,292.000,44.954,1.469,s
98.5,100,299.000,40.652,1.357,s
99,100,306.000,26.843,1.143,s
99.5,100,313.000,6.756,1.017,s
100,100,320.000,-14.911,1.035,s
