#audio_path
#syntax_ver:1.0
#time[%], volume[%], azimuth[degree], elevation[degree], distance[metre], spherical(s)/cartesian(c)
76.5,100,351.000,-14.171,1.516,s
77,100,358.000,-3.423,1.463,s
77.5,100,5.000,7.810,1.464,s
78,100,12.000,18.294,1.517,s
78.5,100,19.000,27.693,1.615,s
79,100,26.000,35.448,1.743,s
79.5,100,33.000,41.099,1.870,s
80,100,40.000,44.311,1.956,s
80.5,100,47.000,44.893,1.961,s
81,100,54.000,42.811,1.880,s
81.5,100,61.000,38.188,1.743,s
82,100,68.000,31.299,1.591,s
82.5,100,75.000,22.552,1.462,s
83,100,82.000,12.466,1.372,s
83.5,100,89.000,1.641,1.331,s
84,100,96.000,-9.281,1.337,s
84.5,100,103.000,-19.653,1.391,s
85,100,110.000,-28.858,1.484,s
85.5,100,117.000,-36.351,1.601,s
86,100,124.000,-41.686,1.713,s
86.5,100,131.000,-44.547,1.781,s
87,100,138.000,-44.765,1.774,s
87.5,100,145.000,-42.326,1.690,s
88,100,152.000,-37.374,1.560,s
88.5,100,159.000,-30.205,1.423,s
89,100,166.000,-21.243,1.309,s
89.5,100,173.000,-11.020,1.233,s
90,100,180.000,-0.143,1.200,s
90.5,100,187.000,10.742,1.211,s
91,100,194.000,20.990,1.264,s
91.5,100,201.000,29.992,1.351,s
92,100,208.000,37.214,1.456,s
92.5,100,215.000,42.227,1.553,s
93,100,222.000,44.735,1.604,s
93.5,100,229.000,44.587,1.586,s
94,100,236.000,41.793,1.502,s
94.5,100,243.000,36.519,1.381,s
95,100,250.000,29.078,1.258,s
95.5,100,257.000,19.910,1.159,s
96,100,264.000,9.562,1.095,s
96.5,100,271.000,-1.355,1.070,s
97,100,278.000,-12.191,1.084,s
97.5,100,285.000,-22.303,1.135,s
98,100,292.000,-31.092,1.214,s
98.5,100,299.000,-38.035,1.307,s
99,100,306.000,-42.722,1.388,s
99.5,100,313.000,-44.872,1.425,s
100,100,320.000,-44.360,1.398,s
